,Obligor Name,County Code,County,State,CBSA,CBSA_title,Latitude,ZIP,Longitude
4544,,12021.0,"Collier, FL",FL,34940.0,"Naples-Immokalee-Marco Island, FL",26.1184,34112,-81.7361
4545,,9003.0,"Hartford, CT",CT,25540.0,"Hartford-West Hartford-East Hartford, CT",41.8561,06095,-72.6639
4546,,9003.0,"Hartford, CT",CT,25540.0,"Hartford-West Hartford-East Hartford, CT",41.7918,06142,-72.7188
4547,,6085.0,"Santa Clara, CA",CA,41940.0,"San Jose-Sunnyvale-Santa Clara, CA",37.3729,95133,-121.856
4548,,25021.0,"Norfolk, MA",MA,14460.0,"Boston-Cambridge-Newton, MA-NH",42.2093,02184,-70.9963
4549,,48201.0,"Harris, TX",TX,26420.0,"Houston-The Woodlands-Sugar Land, TX",29.7633,77208,-95.3633
4550,,29189.0,"St. Louis, MO",MO,41180.0,"St. Louis, MO-IL",38.5128,63025,-90.6306
4551,,29031.0,"Cape Girardeau, MO",MO,16020.0,"Cape Girardeau, MO-IL",37.3169,63701,-89.5459
4552,,6037.0,"Los Angeles, CA",CA,31080.0,"Los Angeles-Long Beach-Anaheim, CA",34.0011,90601,-118.0371
4553,,39093.0,"Lorain, OH",OH,17460.0,"Cleveland-Elyria, OH",41.2899,44074,-82.2229
4554,,6067.0,"Sacramento, CA",CA,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",38.5539,95826,-121.3693
4555,,42091.0,"Montgomery, PA",PA,37980.0,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",40.075,19027,-75.1315
4556,,6075.0,"San Francisco, CA",CA,41860.0,"San Francisco-Oakland-Hayward, CA",37.7864,94105,-122.3892
4557,,39049.0,"Franklin, OH",OH,18140.0,"Columbus, OH",39.969,43266,-83.0114
4558,,30031.0,"Gallatin, MT",MT,14580.0,"Bozeman, MT",45.7246,59771,-111.1238
4559,,54039.0,"Kanawha, WV",WV,16620.0,"Charleston, WV",38.3175,25306,-81.5274
4560,,12095.0,"Orange, FL",FL,36740.0,"Orlando-Kissimmee-Sanford, FL",28.5837,34761,-81.5326
4561,,6065.0,"Riverside, CA",CA,40140.0,"Riverside-San Bernardino-Ontario, CA",33.4903,92590,-117.1824
4562,,48157.0,"Fort Bend, TX",TX,26420.0,"Houston-The Woodlands-Sugar Land, TX",29.5785,77479,-95.6066
4563,,6073.0,"San Diego, CA",CA,41740.0,"San Diego-Carlsbad, CA",32.7783,92108,-117.1335
4564,,45079.0,"Richland, SC",SC,17900.0,"Columbia, SC",34.1388,29229,-80.8892
4565,,37183.0,"Wake, NC",NC,39580.0,"Raleigh, NC",35.7977,27623,-78.6253
4566,,39017.0,"Butler, OH",OH,17140.0,"Cincinnati, OH-KY-IN",39.507,45056,-84.7452
4567,,12111.0,"St. Lucie, FL",FL,38940.0,"Port St. Lucie, FL",27.2655,34984,-80.3389
4568,,48091.0,"Comal, TX",TX,41700.0,"San Antonio-New Braunfels, TX",29.7229,78130,-98.0742
4569,,26145.0,"Saginaw, MI",MI,40980.0,"Saginaw, MI",43.4248,48602,-83.9745
4570,,18097.0,"Marion, IN",IN,26900.0,"Indianapolis-Carmel-Anderson, IN",39.7851,46202,-86.1595
4571,,34003.0,"Bergen, NJ",NJ,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",40.8094,07071,-74.1245
4572,,32003.0,"Clark, NV",NV,29820.0,"Las Vegas-Henderson-Paradise, NV",36.1205,89122,-115.0523
4573,,13121.0,"Fulton, GA",GA,12060.0,"Atlanta-Sandy Springs-Roswell, GA",33.8206,30324,-84.3549
4574,,34031.0,"Passaic, NJ",NJ,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",40.9166,07505,-74.174
4575,,1073.0,"Jefferson, AL",AL,13820.0,"Birmingham-Hoover, AL",33.521,35203,-86.8066
4576,,20149.0,"Pottawatomie, KS",KS,31740.0,"Manhattan, KS",39.4138,66549,-96.4374
4577,,40119.0,"Payne, OK",OK,44660.0,"Stillwater, OK",36.1241,74078,-97.0705
4578,,29095.0,"Jackson, MO",MO,28140.0,"Kansas City, MO-KS",39.105,64053,-94.4625
4579,,49035.0,"Salt Lake, UT",UT,41620.0,"Salt Lake City, UT",40.7145,84115,-111.8931
4580,,1125.0,"Tuscaloosa, AL",AL,46220.0,"Tuscaloosa, AL",33.1969,35401,-87.5627
4581,,55025.0,"Dane, WI",WI,31540.0,"Madison, WI",43.1869,53590,-89.2227
4582,,55079.0,"Milwaukee, WI",WI,33340.0,"Milwaukee-Waukesha-West Allis, WI",43.0403,53203,-87.9154
4583,,48039.0,"Brazoria, TX",TX,26420.0,"Houston-The Woodlands-Sugar Land, TX",29.5617,77581,-95.2721
4584,,28033.0,"DeSoto, MS",MS,32820.0,"Memphis, TN-MS-AR",34.8096,38632,-90.0095
4585,,29189.0,"St. Louis, MO",MO,41180.0,"St. Louis, MO-IL",38.6669,63130,-90.3225
4586,,12081.0,"Manatee, FL",FL,35840.0,"North Port-Sarasota-Bradenton, FL",27.45,34211,-82.3773
4587,,48439.0,"Tarrant, TX",TX,19100.0,"Dallas-Fort Worth-Arlington, TX",32.5814,76036,-97.3703
4588,,32003.0,"Clark, NV",NV,29820.0,"Las Vegas-Henderson-Paradise, NV",36.1424,89146,-115.2242
4589,,25025.0,"Suffolk, MA",MA,14460.0,"Boston-Cambridge-Newton, MA-NH",42.3576,02110,-71.0514
4590,,6001.0,"Alameda, CA",CA,41860.0,"San Francisco-Oakland-Hayward, CA",37.7015,94546,-122.0782
4591,,49035.0,"Salt Lake, UT",UT,41620.0,"Salt Lake City, UT",40.5794,84070,-111.8816
4592,,55079.0,"Milwaukee, WI",WI,33340.0,"Milwaukee-Waukesha-West Allis, WI",43.0493,53226,-88.0414
4593,,6073.0,"San Diego, CA",CA,41740.0,"San Diego-Carlsbad, CA",32.7835,91942,-117.0189
4594,,8005.0,"Arapahoe, CO",CO,19740.0,"Denver-Aurora-Lakewood, CO",39.5994,80120,-105.0044
4595,,42101.0,"Philadelphia, PA",PA,37980.0,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",39.9597,19104,-75.2024
4596,,42003.0,"Allegheny, PA",PA,38300.0,"Pittsburgh, PA",40.4477,15222,-79.9933
4597,,22015.0,"Bossier, LA",LA,43340.0,"Shreveport-Bossier City, LA",32.5449,71111,-93.7038
4598,,34013.0,"Essex, NJ",NJ,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",40.8545,07006,-74.2789
4599,,6085.0,"Santa Clara, CA",CA,41940.0,"San Jose-Sunnyvale-Santa Clara, CA",37.4352,95035,-121.895
4600,,25017.0,"Middlesex, MA",MA,14460.0,"Boston-Cambridge-Newton, MA-NH",42.4563,02420,-71.2167
4601,,37135.0,"Orange, NC",NC,20500.0,"Durham-Chapel Hill, NC",36.0525,27599,-79.1077
4602,,50023.0,"Washington, VT",VT,12740.0,"Barre, VT",44.2595,05609,-72.585
4603,,42101.0,"Philadelphia, PA",PA,37980.0,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",39.9055,19153,-75.2444
4604,,32003.0,"Clark, NV",NV,29820.0,"Las Vegas-Henderson-Paradise, NV",36.1721,89101,-115.1224
4605,,45091.0,"York, SC",SC,16740.0,"Charlotte-Concord-Gastonia, NC-SC",34.9151,29730,-81.0129
4606,,6037.0,"Los Angeles, CA",CA,31080.0,"Los Angeles-Long Beach-Anaheim, CA",33.9413,90605,-118.0356
4607,,22033.0,"East Baton Rouge Parish, LA",LA,12940.0,"Baton Rouge, LA",30.4066,70808,-91.1468
4608,,44007.0,"Providence, RI",RI,39300.0,"Providence-Warwick, RI-MA",41.82,02903,-71.4158
4609,,42041.0,"Cumberland, PA",PA,25420.0,"Harrisburg-Carlisle, PA",40.2469,17043,-76.9001
4610,,36109.0,"Tompkins, NY",NY,27060.0,"Ithaca, NY",42.4406,14850,-76.4966
4611,,22051.0,"Jefferson Parish, LA",LA,35380.0,"New Orleans-Metairie, LA",30.0098,70002,-90.163
4612,,36103.0,"Suffolk, NY",NY,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",40.993,11937,-72.179
4613,,9003.0,"Hartford, CT",CT,25540.0,"Hartford-West Hartford-East Hartford, CT",41.7691,06105,-72.701
4614,,17031.0,"Cook, IL",IL,16980.0,"Chicago-Naperville-Elgin, IL-IN-WI",41.8858,60601,-87.6181
4615,,29510.0,"St. Louis (city), MO",MO,41180.0,"St. Louis, MO-IL",38.6332,63103,-90.2164
4616,,53033.0,"King, WA",WA,42660.0,"Seattle-Tacoma-Bellevue, WA",47.615,98005,-122.1663
4617,,6083.0,"Santa Barbara, CA",CA,42200.0,"Santa Maria-Santa Barbara, CA",34.4038,93109,-119.7194
4618,,36061.0,"New York, NY",NY,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",40.8116,10027,-73.955
4619,,48141.0,"El Paso, TX",TX,21340.0,"El Paso, TX",31.6631,79928,-106.1401
4620,,22055.0,"Lafayette, LA",LA,29180.0,"Lafayette, LA",30.2077,70506,-92.0656
4621,,12103.0,"Pinellas, FL",FL,45300.0,"Tampa-St. Petersburg-Clearwater, FL",28.0173,33763,-82.7461
4622,,39049.0,"Franklin, OH",OH,18140.0,"Columbus, OH",40.0999,43085,-83.0157
4623,,4013.0,"Maricopa, AZ",AZ,38060.0,"Phoenix-Mesa-Scottsdale, AZ",33.3105,85225,-111.8239
4624,,51650.0,"Hampton (city), VA",VA,47260.0,"Virginia Beach-Norfolk-Newport News, VA-NC",37.0436,23669,-76.3426
4625,,34021.0,"Mercer, NJ",NJ,45940.0,"Trenton, NJ",40.2171,08648,-74.7429
4626,,18105.0,"Monroe, IN",IN,14020.0,"Bloomington, IN",39.1682,47405,-86.5186
4627,,6025.0,"Imperial, CA",CA,20940.0,"El Centro, CA",32.7893,92243,-115.5665
4628,,6037.0,"Los Angeles, CA",CA,31080.0,"Los Angeles-Long Beach-Anaheim, CA",34.1468,91101,-118.1391
4629,,48491.0,"Williamson, TX",TX,12420.0,"Austin-Round Rock, TX",30.633,78626,-97.6707
4630,,29189.0,"St. Louis, MO",MO,41180.0,"St. Louis, MO-IL",38.6746,63132,-90.3747
4631,,27053.0,"Hennepin, MN",MN,33460.0,"Minneapolis-St. Paul-Bloomington, MN-WI",44.9378,55407,-93.2545
4632,,24025.0,"Harford, MD",MD,12580.0,"Baltimore-Columbia-Towson, MD",39.5394,21014,-76.3564
4633,,13067.0,"Cobb, GA",GA,12060.0,"Atlanta-Sandy Springs-Roswell, GA",34.0287,30144,-84.6047
4634,,9009.0,"New Haven, CT",CT,35300.0,"New Haven-Milford, CT",41.3184,06511,-72.9318
4635,,6059.0,"Orange, CA",CA,31080.0,"Los Angeles-Long Beach-Anaheim, CA",33.621,92663,-117.9321
4636,,12057.0,"Hillsborough, FL",FL,45300.0,"Tampa-St. Petersburg-Clearwater, FL",27.9961,33601,-82.582
4637,,6073.0,"San Diego, CA",CA,41740.0,"San Diego-Carlsbad, CA",33.1968,92056,-117.2831
4638,,25025.0,"Suffolk, MA",MA,14460.0,"Boston-Cambridge-Newton, MA-NH",42.3584,02201,-71.0598
4639,,6037.0,"Los Angeles, CA",CA,31080.0,"Los Angeles-Long Beach-Anaheim, CA",34.0622,90057,-118.2763
4640,,17093.0,"Kendall, IL",IL,16980.0,"Chicago-Naperville-Elgin, IL-IN-WI",41.6387,60560,-88.4438
4641,,1039.0,"Covington, AL",AL,,,31.2971,36420,-86.4905
4642,,48027.0,"Bell, TX",TX,28660.0,"Killeen-Temple, TX",31.0723,76513,-97.472
4643,,13089.0,"DeKalb, GA",GA,12060.0,"Atlanta-Sandy Springs-Roswell, GA",33.6954,30034,-84.2489
4644,,48085.0,"Collin, TX",TX,19100.0,"Dallas-Fort Worth-Arlington, TX",33.1976,75071,-96.6153
4645,,27141.0,"Sherburne, MN",MN,33460.0,"Minneapolis-St. Paul-Bloomington, MN-WI",45.3136,55330,-93.5814
4646,,41039.0,"Lane, OR",OR,21660.0,"Eugene, OR",44.0612,97402,-123.1555
4647,,34001.0,"Atlantic, NJ",NJ,12100.0,"Atlantic City-Hammonton, NJ",39.3664,08401,-74.4317
4648,,34021.0,"Mercer, NJ",NJ,45940.0,"Trenton, NJ",40.2655,08628,-74.8168
4649,,34013.0,"Essex, NJ",NJ,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",40.7279,07040,-74.2656
4650,,36061.0,"New York, NY",NY,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",40.7101,10038,-74.0013
4651,,48325.0,"Medina, TX",TX,41700.0,"San Antonio-New Braunfels, TX",29.3553,78009,-98.8824
4652,,13067.0,"Cobb, GA",GA,12060.0,"Atlanta-Sandy Springs-Roswell, GA",33.8796,30080,-84.5023
4653,,4015.0,"Mohave, AZ",AZ,29420.0,"Lake Havasu City-Kingman, AZ",35.1328,86401,-113.7033
4654,,12031.0,"Duval, FL",FL,27260.0,"Jacksonville, FL",30.2908,32207,-81.6321
4655,,50007.0,"Chittenden, VT",VT,15540.0,"Burlington-South Burlington, VT",44.484,05401,-73.2199
4656,,53033.0,"King, WA",WA,42660.0,"Seattle-Tacoma-Bellevue, WA",47.3099,98001,-122.2653
4657,,12081.0,"Manatee, FL",FL,35840.0,"North Port-Sarasota-Bradenton, FL",27.4841,34205,-82.5834
4658,,45019.0,"Charleston, SC",SC,16700.0,"Charleston-North Charleston, SC",32.9352,29406,-80.0325
4659,,4013.0,"Maricopa, AZ",AZ,38060.0,"Phoenix-Mesa-Scottsdale, AZ",33.5082,85015,-112.1011
4660,,47157.0,"Shelby, TN",TN,32820.0,"Memphis, TN-MS-AR",35.1207,38120,-89.8651
4661,,31109.0,"Lancaster, NE",NE,30700.0,"Lincoln, NE",40.8145,68508,-96.7009
4662,,34027.0,"Morris, NJ",NJ,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",40.8673,07962,-74.5783
4663,,27053.0,"Hennepin, MN",MN,33460.0,"Minneapolis-St. Paul-Bloomington, MN-WI",44.8427,55425,-93.2363
4664,,12073.0,"Leon, FL",FL,45220.0,"Tallahassee, FL",30.4771,32308,-84.2246
4665,,34011.0,"Cumberland, NJ",NJ,47220.0,"Vineland-Bridgeton, NJ",39.3762,08302,-75.1617
4666,,34003.0,"Bergen, NJ",NJ,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",40.8503,07024,-73.9745
4667,,39049.0,"Franklin, OH",OH,18140.0,"Columbus, OH",39.9569,43205,-82.9644
4668,,26125.0,"Oakland, MI",MI,19820.0,"Detroit-Warren-Dearborn, MI",42.4735,48374,-83.5224
4669,,29077.0,"Greene, MO",MO,44180.0,"Springfield, MO",37.2117,65802,-93.299
4670,,51740.0,"Portsmouth (city), VA",VA,47260.0,"Virginia Beach-Norfolk-Newport News, VA-NC",36.8298,23704,-76.3146
4671,,54039.0,"Kanawha, WV",WV,16620.0,"Charleston, WV",38.3358,25305,-81.6123
4672,,6029.0,"Kern, CA",CA,12540.0,"Bakersfield, CA",35.2974,93313,-119.0509
4673,,36071.0,"Orange, NY",NY,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",41.3946,10924,-74.3302
4674,,25025.0,"Suffolk, MA",MA,14460.0,"Boston-Cambridge-Newton, MA-NH",42.36,02109,-71.0545
4675,,23019.0,"Penobscot, ME",ME,12620.0,"Bangor, ME",45.0028,04469,-68.6334
4676,,6059.0,"Orange, CA",CA,31080.0,"Los Angeles-Long Beach-Anaheim, CA",33.8359,92805,-117.9086
4677,,8077.0,"Mesa, CO",CO,24300.0,"Grand Junction, CO",39.0783,81501,-108.5457
4678,,53075.0,"Whitman, WA",WA,39420.0,"Pullman, WA",46.7313,99164,-117.1796
4679,,55087.0,"Outagamie, WI",WI,11540.0,"Appleton, WI",44.271,54914,-88.4326
4680,,18067.0,"Howard, IN",IN,29020.0,"Kokomo, IN",40.4988,46901,-86.1453
4681,,8123.0,"Weld, CO",CO,24540.0,"Greeley, CO",40.0958,80643,-104.4464
4682,,42041.0,"Cumberland, PA",PA,25420.0,"Harrisburg-Carlisle, PA",40.2417,17013,-77.1983
4683,,6019.0,"Fresno, CA",CA,23420.0,"Fresno, CA",36.7918,93722,-119.8801
4684,,48217.0,"Hill, TX",TX,,,32.1052,76627,-97.3652
4685,,34017.0,"Hudson, NJ",NJ,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",40.7939,07047,-74.0258
4686,,50007.0,"Chittenden, VT",VT,15540.0,"Burlington-South Burlington, VT",44.4949,05404,-73.1874
4687,,4013.0,"Maricopa, AZ",AZ,38060.0,"Phoenix-Mesa-Scottsdale, AZ",33.3703,85326,-112.5838
4688,,49057.0,"Weber, UT",UT,36260.0,"Ogden-Clearfield, UT",41.2215,84401,-111.9621
4689,,18157.0,"Tippecanoe, IN",IN,29200.0,"Lafayette-West Lafayette, IN",40.3228,47909,-86.8881
4690,,48473.0,"Waller, TX",TX,26420.0,"Houston-The Woodlands-Sugar Land, TX",30.071,77484,-95.9253
4691,,37133.0,"Onslow, NC",NC,27340.0,"Jacksonville, NC",34.7375,28540,-77.4628
4692,,42119.0,"Union, PA",PA,30260.0,"Lewisburg, PA",40.9702,17837,-76.9099
4693,,17031.0,"Cook, IL",IL,16980.0,"Chicago-Naperville-Elgin, IL-IN-WI",42.0586,60208,-87.6845
4694,,49041.0,"Sevier, UT",UT,,,38.7388,84701,-112.0744
4695,,6059.0,"Orange, CA",CA,31080.0,"Los Angeles-Long Beach-Anaheim, CA",33.6899,92604,-117.7868
4696,,44003.0,"Kent, RI",RI,39300.0,"Providence-Warwick, RI-MA",41.7026,02886,-71.4476
4697,,6013.0,"Contra Costa, CA",CA,41860.0,"San Francisco-Oakland-Hayward, CA",37.9823,94520,-122.0362
4698,,25017.0,"Middlesex, MA",MA,14460.0,"Boston-Cambridge-Newton, MA-NH",42.3164,02467,-71.1612
4699,,9003.0,"Hartford, CT",CT,25540.0,"Hartford-West Hartford-East Hartford, CT",41.6823,06010,-72.9302
4700,,25013.0,"Hampden, MA",MA,44140.0,"Springfield, MA",42.0511,01077,-72.7706
4701,,45035.0,"Dorchester, SC",SC,16700.0,"Charleston-North Charleston, SC",33.1845,29477,-80.5732
4702,,51153.0,"Prince William, VA",VA,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.676,22192,-77.3163
4703,,41039.0,"Lane, OR",OR,21660.0,"Eugene, OR",44.0185,97405,-123.0998
4704,,45045.0,"Greenville, SC",SC,24860.0,"Greenville-Anderson-Mauldin, SC",34.8285,29607,-82.3516
4705,,23011.0,"Kennebec, ME",ME,12300.0,"Augusta-Waterville, ME",44.3232,04330,-69.7665
4706,,42003.0,"Allegheny, PA",PA,38300.0,"Pittsburgh, PA",40.4406,15282,-79.9959
4707,,37055.0,"Dare, NC",NC,28620.0,"Kill Devil Hills, NC",35.8948,27954,-75.6714
4708,,25017.0,"Middlesex, MA",MA,14460.0,"Boston-Cambridge-Newton, MA-NH",42.37,02472,-71.1773
4709,,13245.0,"Richmond, GA",GA,12260.0,"Augusta-Richmond County, GA-SC",33.4601,30901,-81.973
4710,,22103.0,"St. Tammany, LA",LA,35380.0,"New Orleans-Metairie, LA",30.4876,70433,-90.0959
4711,,6037.0,"Los Angeles, CA",CA,31080.0,"Los Angeles-Long Beach-Anaheim, CA",34.01,90405,-118.4717
4712,,12111.0,"St. Lucie, FL",FL,38940.0,"Port St. Lucie, FL",27.3822,34954,-80.409
4713,,6081.0,"San Mateo, CA",CA,41860.0,"San Francisco-Oakland-Hayward, CA",37.4563,94027,-122.2002
4714,,48453.0,"Travis, TX",TX,12420.0,"Austin-Round Rock, TX",30.3337,78738,-97.9824
4715,,39113.0,"Montgomery, OH",OH,19380.0,"Dayton, OH",39.7563,45402,-84.1895
4716,,42077.0,"Lehigh, PA",PA,10900.0,"Allentown-Bethlehem-Easton, PA-NJ",40.6026,18101,-75.4691
4717,,12073.0,"Leon, FL",FL,45220.0,"Tallahassee, FL",30.4286,32301,-84.2593
4718,,30049.0,"Lewis and Clark, MT",MT,25740.0,"Helena, MT",46.6131,59601,-112.0213
4719,,53033.0,"King, WA",WA,42660.0,"Seattle-Tacoma-Bellevue, WA",47.6155,98004,-122.2072
4720,,36119.0,"Westchester, NY",NY,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",41.0113,10502,-73.8413
4721,,12101.0,"Pasco, FL",FL,45300.0,"Tampa-St. Petersburg-Clearwater, FL",28.3022,34654,-82.6264
4722,,36119.0,"Westchester, NY",NY,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",41.0222,10573,-73.6798
4723,,1097.0,"Mobile, AL",AL,33660.0,"Mobile, AL",30.6944,36644,-88.0431
4724,,6041.0,"Marin, CA",CA,41860.0,"San Francisco-Oakland-Hayward, CA",37.9479,94904,-122.5363
4725,,37097.0,"Iredell, NC",NC,16740.0,"Charlotte-Concord-Gastonia, NC-SC",35.799,28677,-80.894
4726,,36103.0,"Suffolk, NY",NY,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",40.8676,11743,-73.4102
4727,,25017.0,"Middlesex, MA",MA,14460.0,"Boston-Cambridge-Newton, MA-NH",42.3567,02454,-71.2505
4728,,40035.0,"Craig, OK",OK,,,36.6334,74301,-95.1382
4729,,48085.0,"Collin, TX",TX,19100.0,"Dallas-Fort Worth-Arlington, TX",33.1976,75069,-96.6153
4730,,25017.0,"Middlesex, MA",MA,14460.0,"Boston-Cambridge-Newton, MA-NH",42.4162,02476,-71.1752
4731,,53033.0,"King, WA",WA,42660.0,"Seattle-Tacoma-Bellevue, WA",47.4714,98057,-122.2203
4732,,46099.0,"Minnehaha, SD",SD,43620.0,"Sioux Falls, SD",43.4775,57108,-96.7041
4733,,22071.0,"Orleans, LA",LA,35380.0,"New Orleans-Metairie, LA",29.9324,70130,-90.0739
4734,,6085.0,"Santa Clara, CA",CA,41940.0,"San Jose-Sunnyvale-Santa Clara, CA",37.3329,95113,-121.8916
4735,,53005.0,"Benton, WA",WA,28420.0,"Kennewick-Richland, WA",46.2109,99336,-119.168
4736,,26125.0,"Oakland, MI",MI,19820.0,"Detroit-Warren-Dearborn, MI",42.5219,48025,-83.2519
4737,,6037.0,"Los Angeles, CA",CA,31080.0,"Los Angeles-Long Beach-Anaheim, CA",34.0791,91731,-118.0371
4738,,48141.0,"El Paso, TX",TX,21340.0,"El Paso, TX",31.7584,79901,-106.4783
4739,,36029.0,"Erie, NY",NY,15380.0,"Buffalo-Cheektowaga-Niagara Falls, NY",42.9744,14226,-78.7949
4740,,36029.0,"Erie, NY",NY,15380.0,"Buffalo-Cheektowaga-Niagara Falls, NY",42.8853,14227,-78.7462
4741,,15009.0,"Maui, HI",HI,27980.0,"Kahului-Wailuku-Lahaina, HI",20.8966,96793,-156.5036
4742,,13021.0,"Bibb, GA",GA,31420.0,"Macon-Bibb County, GA",32.8095,31201,-83.6168
4743,,24041.0,"Talbot, MD",MD,20660.0,"Easton, MD",38.7768,21601,-76.0758
4744,,19113.0,"Linn, IA",IA,16300.0,"Cedar Rapids, IA",41.9521,52404,-91.6853
4745,,34001.0,"Atlantic, NJ",NJ,12100.0,"Atlantic City-Hammonton, NJ",39.3876,08232,-74.5149
4746,,6073.0,"San Diego, CA",CA,41740.0,"San Diego-Carlsbad, CA",33.0954,92009,-117.2619
4747,,50001.0,"Addison, VT",VT,,,43.9919,05753,-73.1716
4748,,6037.0,"Los Angeles, CA",CA,31080.0,"Los Angeles-Long Beach-Anaheim, CA",34.7471,93536,-118.3687
4749,,34025.0,"Monmouth, NJ",NJ,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",40.4177,07737,-74.0623
4750,,17043.0,"DuPage, IL",IL,16980.0,"Chicago-Naperville-Elgin, IL-IN-WI",41.9501,60106,-87.945
4751,,13015.0,"Bartow, GA",GA,12060.0,"Atlanta-Sandy Springs-Roswell, GA",34.2079,30121,-84.7673
4752,,42101.0,"Philadelphia, PA",PA,37980.0,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",39.9489,19102,-75.1661
4753,,30063.0,"Missoula, MT",MT,33540.0,"Missoula, MT",46.8721,59812,-113.994
4754,,6001.0,"Alameda, CA",CA,41860.0,"San Francisco-Oakland-Hayward, CA",37.674,94541,-122.0894
4755,,55025.0,"Dane, WI",WI,31540.0,"Madison, WI",43.0775,53703,-89.3831
4756,,27013.0,"Blue Earth, MN",MN,31860.0,"Mankato-North Mankato, MN",44.1538,56001,-93.996
4757,,20177.0,"Shawnee, KS",KS,45820.0,"Topeka, KS",39.0421,66607,-95.6449
4758,,27109.0,"Olmsted, MN",MN,40340.0,"Rochester, MN",44.0225,55905,-92.4668
4759,,36091.0,"Saratoga, NY",NY,10580.0,"Albany-Schenectady-Troy, NY",43.0708,12866,-73.7408
4760,,6077.0,"San Joaquin, CA",CA,44700.0,"Stockton-Lodi, CA",37.9606,95202,-121.2871
4761,,6095.0,"Solano, CA",CA,46700.0,"Vallejo-Fairfield, CA",38.3482,95687,-121.9538
4762,,37151.0,"Randolph, NC",NC,24660.0,"Greensboro-High Point, NC",35.6396,27205,-79.8509
4763,,6013.0,"Contra Costa, CA",CA,41860.0,"San Francisco-Oakland-Hayward, CA",37.9324,94513,-121.6894
4764,,29189.0,"St. Louis, MO",MO,41180.0,"St. Louis, MO-IL",38.4915,63128,-90.3772
4765,,48339.0,"Montgomery, TX",TX,26420.0,"Houston-The Woodlands-Sugar Land, TX",30.4441,77378,-95.4506
4766,,42043.0,"Dauphin, PA",PA,25420.0,"Harrisburg-Carlisle, PA",40.291,17109,-76.8203
4767,,36119.0,"Westchester, NY",NY,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",40.9461,10701,-73.8669
4768,,8005.0,"Arapahoe, CO",CO,19740.0,"Denver-Aurora-Lakewood, CO",39.6111,80121,-104.9532
4769,,42095.0,"Northampton, PA",PA,10900.0,"Allentown-Bethlehem-Easton, PA-NJ",40.6002,18015,-75.3805
4770,,34015.0,"Gloucester, NJ",NJ,37980.0,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",39.7539,08096,-74.996
4771,,21067.0,"Fayette, KY",KY,30460.0,"Lexington-Fayette, KY",38.0287,40506,-84.5075
4772,,12115.0,"Sarasota, FL",FL,35840.0,"North Port-Sarasota-Bradenton, FL",27.2666,34231,-82.5163
4773,,48029.0,"Bexar, TX",TX,41700.0,"San Antonio-New Braunfels, TX",29.346,78252,-98.6464
4774,,1077.0,"Lauderdale, AL",AL,22520.0,"Florence-Muscle Shoals, AL",34.8305,35630,-87.656
4775,,48439.0,"Tarrant, TX",TX,19100.0,"Dallas-Fort Worth-Arlington, TX",32.8087,76117,-97.2709
4776,,48061.0,"Cameron, TX",TX,15180.0,"Brownsville-Harlingen, TX",25.9337,78520,-97.5174
4777,,41015.0,"Curry, OR",OR,15060.0,"Brookings, OR",42.4073,97444,-124.4218
4778,,53033.0,"King, WA",WA,42660.0,"Seattle-Tacoma-Bellevue, WA",47.305,98002,-122.2067
4779,,20091.0,"Johnson, KS",KS,28140.0,"Kansas City, MO-KS",38.9536,66215,-94.7336
4780,,28081.0,"Lee, MS",MS,46180.0,"Tupelo, MS",34.2538,38801,-88.7209
4781,,6085.0,"Santa Clara, CA",CA,41940.0,"San Jose-Sunnyvale-Santa Clara, CA",37.3163,95128,-121.9356
4782,,48439.0,"Tarrant, TX",TX,19100.0,"Dallas-Fort Worth-Arlington, TX",32.5773,76063,-97.1416
4783,,38059.0,"Morton, ND",ND,13900.0,"Bismarck, ND",46.8306,58554,-100.9092
4784,,36103.0,"Suffolk, NY",NY,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",40.6884,11757,-73.3745
4785,,49011.0,"Davis, UT",UT,36260.0,"Ogden-Clearfield, UT",40.9889,84025,-111.8938
